DetId, BinaryDetId, Endcap-Disc name, Ring, r(mm), z(mm), tiltAngle(deg), phi(deg),  meanWidth(mm) (orthoradial), length(mm) (radial), sensorSpacing(mm), sensorThickness(mm)
355476540,1.01010011E+028,FPIX_2-D4,2,122.275,2656,90,-173.571429,33.85,43.45,0,0.15
355476544,1.01010011E+028,FPIX_2-D4,2,122.275,2648,90,-160.714286,33.85,43.45,0,0.15
355476548,1.01010011E+028,FPIX_2-D4,2,122.275,2656,90,-147.857143,33.85,43.45,0,0.15
355476552,1.01010011E+028,FPIX_2-D4,2,122.275,2648,90,-135,33.85,43.45,0,0.15
355476556,1.01010011E+028,FPIX_2-D4,2,122.275,2656,90,-122.142857,33.85,43.45,0,0.15
355476560,1.01010011E+028,FPIX_2-D4,2,122.275,2648,90,-109.285714,33.85,43.45,0,0.15
355476564,1.01010011E+028,FPIX_2-D4,2,122.275,2656,90,-96.428571,33.85,43.45,0,0.15
355476568,1.01010011E+028,FPIX_2-D4,2,122.275,2648,90,-83.571429,33.85,43.45,0,0.15
355476572,1.01010011E+028,FPIX_2-D4,2,122.275,2656,90,-70.714286,33.85,43.45,0,0.15
355476576,1.01010011E+028,FPIX_2-D4,2,122.275,2648,90,-57.857143,33.85,43.45,0,0.15
355476580,1.01010011E+028,FPIX_2-D4,2,122.275,2656,90,-45,33.85,43.45,0,0.15
355476584,1.01010011E+028,FPIX_2-D4,2,122.275,2648,90,-32.142857,33.85,43.45,0,0.15
355476588,1.01010011E+028,FPIX_2-D4,2,122.275,2656,90,-19.285714,33.85,43.45,0,0.15
355476592,1.01010011E+028,FPIX_2-D4,2,122.275,2648,90,-6.428571,33.85,43.45,0,0.15
355476484,1.01010011E+028,FPIX_2-D4,2,122.275,2656,90,6.428571,33.85,43.45,0,0.15
355476488,1.01010011E+028,FPIX_2-D4,2,122.275,2648,90,19.285714,33.85,43.45,0,0.15
355476492,1.01010011E+028,FPIX_2-D4,2,122.275,2656,90,32.142857,33.85,43.45,0,0.15
355476496,1.01010011E+028,FPIX_2-D4,2,122.275,2648,90,45,33.85,43.45,0,0.15
355476500,1.01010011E+028,FPIX_2-D4,2,122.275,2656,90,57.857143,33.85,43.45,0,0.15
355476504,1.01010011E+028,FPIX_2-D4,2,122.275,2648,90,70.714286,33.85,43.45,0,0.15
355476508,1.01010011E+028,FPIX_2-D4,2,122.275,2656,90,83.571429,33.85,43.45,0,0.15
355480616,1.01010011E+028,FPIX_2-D4,3,159.575,2644,90,95,33.85,43.45,0,0.15
355480620,1.01010011E+028,FPIX_2-D4,3,159.575,2652,90,105,33.85,43.45,0,0.15
355480624,1.01010011E+028,FPIX_2-D4,3,159.575,2644,90,115,33.85,43.45,0,0.15
355480628,1.01010011E+028,FPIX_2-D4,3,159.575,2652,90,125,33.85,43.45,0,0.15
355480632,1.01010011E+028,FPIX_2-D4,3,159.575,2644,90,135,33.85,43.45,0,0.15
355480636,1.01010011E+028,FPIX_2-D4,3,159.575,2652,90,145,33.85,43.45,0,0.15
355480640,1.01010011E+028,FPIX_2-D4,3,159.575,2644,90,155,33.85,43.45,0,0.15
355480644,1.01010011E+028,FPIX_2-D4,3,159.575,2652,90,165,33.85,43.45,0,0.15
355480648,1.01010011E+028,FPIX_2-D4,3,159.575,2644,90,175,33.85,43.45,0,0.15
355480652,1.01010011E+028,FPIX_2-D4,3,159.575,2652,90,-175,33.85,43.45,0,0.15
355480656,1.01010011E+028,FPIX_2-D4,3,159.575,2644,90,-165,33.85,43.45,0,0.15
355480660,1.01010011E+028,FPIX_2-D4,3,159.575,2652,90,-155,33.85,43.45,0,0.15
355480664,1.01010011E+028,FPIX_2-D4,3,159.575,2644,90,-145,33.85,43.45,0,0.15
355480668,1.01010011E+028,FPIX_2-D4,3,159.575,2652,90,-135,33.85,43.45,0,0.15
355480672,1.01010011E+028,FPIX_2-D4,3,159.575,2644,90,-125,33.85,43.45,0,0.15
355480676,1.01010011E+028,FPIX_2-D4,3,159.575,2652,90,-115,33.85,43.45,0,0.15
355480680,1.01010011E+028,FPIX_2-D4,3,159.575,2644,90,-105,33.85,43.45,0,0.15
355480684,1.01010011E+028,FPIX_2-D4,3,159.575,2652,90,-95,33.85,43.45,0,0.15
355480688,1.01010011E+028,FPIX_2-D4,3,159.575,2644,90,-85,33.85,43.45,0,0.15
355480692,1.01010011E+028,FPIX_2-D4,3,159.575,2652,90,-75,33.85,43.45,0,0.15
355480696,1.01010011E+028,FPIX_2-D4,3,159.575,2644,90,-65,33.85,43.45,0,0.15
355480700,1.01010011E+028,FPIX_2-D4,3,159.575,2652,90,-55,33.85,43.45,0,0.15
355480704,1.01010011E+028,FPIX_2-D4,3,159.575,2644,90,-45,33.85,43.45,0,0.15
355480708,1.01010011E+028,FPIX_2-D4,3,159.575,2652,90,-35,33.85,43.45,0,0.15
355480712,1.01010011E+028,FPIX_2-D4,3,159.575,2644,90,-25,33.85,43.45,0,0.15
355480716,1.01010011E+028,FPIX_2-D4,3,159.575,2652,90,-15,33.85,43.45,0,0.15
355480720,1.01010011E+028,FPIX_2-D4,3,159.575,2644,90,-5,33.85,43.45,0,0.15
355480580,1.01010011E+028,FPIX_2-D4,3,159.575,2652,90,5,33.85,43.45,0,0.15
355480584,1.01010011E+028,FPIX_2-D4,3,159.575,2644,90,15,33.85,43.45,0,0.15
355480588,1.01010011E+028,FPIX_2-D4,3,159.575,2652,90,25,33.85,43.45,0,0.15
355480592,1.01010011E+028,FPIX_2-D4,3,159.575,2644,90,35,33.85,43.45,0,0.15
355480596,1.01010011E+028,FPIX_2-D4,3,159.575,2652,90,45,33.85,43.45,0,0.15
355480600,1.01010011E+028,FPIX_2-D4,3,159.575,2644,90,55,33.85,43.45,0,0.15
355480604,1.01010011E+028,FPIX_2-D4,3,159.575,2652,90,65,33.85,43.45,0,0.15
355480608,1.01010011E+028,FPIX_2-D4,3,159.575,2644,90,75,33.85,43.45,0,0.15
355480612,1.01010011E+028,FPIX_2-D4,3,159.575,2652,90,85,33.85,43.45,0,0.15
355484720,1.01010011000001E+028,FPIX_2-D4,4,196.175,2648,90,94.090909,33.85,43.45,0,0.15
355484724,1.01010011000001E+028,FPIX_2-D4,4,196.175,2656,90,102.272727,33.85,43.45,0,0.15
355484728,1.01010011000001E+028,FPIX_2-D4,4,196.175,2648,90,110.454545,33.85,43.45,0,0.15
355484732,1.01010011000001E+028,FPIX_2-D4,4,196.175,2656,90,118.636364,33.85,43.45,0,0.15
355484736,1.01010011000001E+028,FPIX_2-D4,4,196.175,2648,90,126.818182,33.85,43.45,0,0.15
355484740,1.01010011000001E+028,FPIX_2-D4,4,196.175,2656,90,135,33.85,43.45,0,0.15
355484744,1.01010011000001E+028,FPIX_2-D4,4,196.175,2648,90,143.181818,33.85,43.45,0,0.15
355484748,1.01010011000001E+028,FPIX_2-D4,4,196.175,2656,90,151.363636,33.85,43.45,0,0.15
355484752,1.01010011000001E+028,FPIX_2-D4,4,196.175,2648,90,159.545455,33.85,43.45,0,0.15
355484756,1.01010011000001E+028,FPIX_2-D4,4,196.175,2656,90,167.727273,33.85,43.45,0,0.15
355484760,1.01010011000001E+028,FPIX_2-D4,4,196.175,2648,90,175.909091,33.85,43.45,0,0.15
355484764,1.01010011000001E+028,FPIX_2-D4,4,196.175,2656,90,-175.909091,33.85,43.45,0,0.15
355484768,1.01010011000001E+028,FPIX_2-D4,4,196.175,2648,90,-167.727273,33.85,43.45,0,0.15
355484772,1.01010011000001E+028,FPIX_2-D4,4,196.175,2656,90,-159.545455,33.85,43.45,0,0.15
355484776,1.01010011000001E+028,FPIX_2-D4,4,196.175,2648,90,-151.363636,33.85,43.45,0,0.15
355484780,1.01010011000001E+028,FPIX_2-D4,4,196.175,2656,90,-143.181818,33.85,43.45,0,0.15
355484784,1.01010011000001E+028,FPIX_2-D4,4,196.175,2648,90,-135,33.85,43.45,0,0.15
355484788,1.01010011000001E+028,FPIX_2-D4,4,196.175,2656,90,-126.818182,33.85,43.45,0,0.15
355484792,1.01010011000001E+028,FPIX_2-D4,4,196.175,2648,90,-118.636364,33.85,43.45,0,0.15
355484796,1.01010011000001E+028,FPIX_2-D4,4,196.175,2656,90,-110.454545,33.85,43.45,0,0.15
355484800,1.01010011000001E+028,FPIX_2-D4,4,196.175,2648,90,-102.272727,33.85,43.45,0,0.15
355484804,1.01010011000001E+028,FPIX_2-D4,4,196.175,2656,90,-94.090909,33.85,43.45,0,0.15
355484808,1.01010011000001E+028,FPIX_2-D4,4,196.175,2648,90,-85.909091,33.85,43.45,0,0.15
355484812,1.01010011000001E+028,FPIX_2-D4,4,196.175,2656,90,-77.727273,33.85,43.45,0,0.15
355484816,1.01010011000001E+028,FPIX_2-D4,4,196.175,2648,90,-69.545455,33.85,43.45,0,0.15
355484820,1.01010011000001E+028,FPIX_2-D4,4,196.175,2656,90,-61.363636,33.85,43.45,0,0.15
355484824,1.01010011000001E+028,FPIX_2-D4,4,196.175,2648,90,-53.181818,33.85,43.45,0,0.15
355484828,1.01010011000001E+028,FPIX_2-D4,4,196.175,2656,90,-45,33.85,43.45,0,0.15
355484832,1.01010011000001E+028,FPIX_2-D4,4,196.175,2648,90,-36.818182,33.85,43.45,0,0.15
355484836,1.01010011000001E+028,FPIX_2-D4,4,196.175,2656,90,-28.636364,33.85,43.45,0,0.15
355484840,1.01010011000001E+028,FPIX_2-D4,4,196.175,2648,90,-20.454545,33.85,43.45,0,0.15
355484844,1.01010011000001E+028,FPIX_2-D4,4,196.175,2656,90,-12.272727,33.85,43.45,0,0.15
355484848,1.01010011000001E+028,FPIX_2-D4,4,196.175,2648,90,-4.090909,33.85,43.45,0,0.15
355484676,1.01010011000001E+028,FPIX_2-D4,4,196.175,2656,90,4.090909,33.85,43.45,0,0.15
355484680,1.01010011000001E+028,FPIX_2-D4,4,196.175,2648,90,12.272727,33.85,43.45,0,0.15
355484684,1.01010011000001E+028,FPIX_2-D4,4,196.175,2656,90,20.454545,33.85,43.45,0,0.15
355484688,1.01010011000001E+028,FPIX_2-D4,4,196.175,2648,90,28.636364,33.85,43.45,0,0.15
355484692,1.01010011000001E+028,FPIX_2-D4,4,196.175,2656,90,36.818182,33.85,43.45,0,0.15
355484696,1.01010011000001E+028,FPIX_2-D4,4,196.175,2648,90,45,33.85,43.45,0,0.15
355484700,1.01010011000001E+028,FPIX_2-D4,4,196.175,2656,90,53.181818,33.85,43.45,0,0.15
355484704,1.01010011000001E+028,FPIX_2-D4,4,196.175,2648,90,61.363636,33.85,43.45,0,0.15
355484708,1.01010011000001E+028,FPIX_2-D4,4,196.175,2656,90,69.545455,33.85,43.45,0,0.15
355484712,1.01010011000001E+028,FPIX_2-D4,4,196.175,2648,90,77.727273,33.85,43.45,0,0.15
355484716,1.01010011000001E+028,FPIX_2-D4,4,196.175,2656,90,85.909091,33.85,43.45,0,0.15
355488820,1.01010011000001E+028,FPIX_2-D4,5,232.225,2644,90,93.75,33.85,43.45,0,0.15
355488824,1.01010011000001E+028,FPIX_2-D4,5,232.225,2652,90,101.25,33.85,43.45,0,0.15
355488828,1.01010011000001E+028,FPIX_2-D4,5,232.225,2644,90,108.75,33.85,43.45,0,0.15
355488832,1.01010011000001E+028,FPIX_2-D4,5,232.225,2652,90,116.25,33.85,43.45,0,0.15
355488836,1.01010011000001E+028,FPIX_2-D4,5,232.225,2644,90,123.75,33.85,43.45,0,0.15
355488840,1.01010011000001E+028,FPIX_2-D4,5,232.225,2652,90,131.25,33.85,43.45,0,0.15
355488844,1.01010011000001E+028,FPIX_2-D4,5,232.225,2644,90,138.75,33.85,43.45,0,0.15
355488848,1.01010011000001E+028,FPIX_2-D4,5,232.225,2652,90,146.25,33.85,43.45,0,0.15
355488852,1.01010011000001E+028,FPIX_2-D4,5,232.225,2644,90,153.75,33.85,43.45,0,0.15
355488856,1.01010011000001E+028,FPIX_2-D4,5,232.225,2652,90,161.25,33.85,43.45,0,0.15
355488860,1.01010011000001E+028,FPIX_2-D4,5,232.225,2644,90,168.75,33.85,43.45,0,0.15
355488864,1.01010011000001E+028,FPIX_2-D4,5,232.225,2652,90,176.25,33.85,43.45,0,0.15
355488868,1.01010011000001E+028,FPIX_2-D4,5,232.225,2644,90,-176.25,33.85,43.45,0,0.15
355488872,1.01010011000001E+028,FPIX_2-D4,5,232.225,2652,90,-168.75,33.85,43.45,0,0.15
355488876,1.01010011000001E+028,FPIX_2-D4,5,232.225,2644,90,-161.25,33.85,43.45,0,0.15
355488880,1.01010011000001E+028,FPIX_2-D4,5,232.225,2652,90,-153.75,33.85,43.45,0,0.15
355488884,1.01010011000001E+028,FPIX_2-D4,5,232.225,2644,90,-146.25,33.85,43.45,0,0.15
355488888,1.01010011000001E+028,FPIX_2-D4,5,232.225,2652,90,-138.75,33.85,43.45,0,0.15
355488892,1.01010011000001E+028,FPIX_2-D4,5,232.225,2644,90,-131.25,33.85,43.45,0,0.15
355488896,1.01010011000001E+028,FPIX_2-D4,5,232.225,2652,90,-123.75,33.85,43.45,0,0.15
355488900,1.01010011000001E+028,FPIX_2-D4,5,232.225,2644,90,-116.25,33.85,43.45,0,0.15
355488904,1.01010011000001E+028,FPIX_2-D4,5,232.225,2652,90,-108.75,33.85,43.45,0,0.15
355488908,1.01010011000001E+028,FPIX_2-D4,5,232.225,2644,90,-101.25,33.85,43.45,0,0.15
355488912,1.01010011000001E+028,FPIX_2-D4,5,232.225,2652,90,-93.75,33.85,43.45,0,0.15
355488916,1.01010011000001E+028,FPIX_2-D4,5,232.225,2644,90,-86.25,33.85,43.45,0,0.15
355488920,1.01010011000001E+028,FPIX_2-D4,5,232.225,2652,90,-78.75,33.85,43.45,0,0.15
355488924,1.01010011000001E+028,FPIX_2-D4,5,232.225,2644,90,-71.25,33.85,43.45,0,0.15
355488928,1.01010011000001E+028,FPIX_2-D4,5,232.225,2652,90,-63.75,33.85,43.45,0,0.15
355488932,1.01010011000001E+028,FPIX_2-D4,5,232.225,2644,90,-56.25,33.85,43.45,0,0.15
355488936,1.01010011000001E+028,FPIX_2-D4,5,232.225,2652,90,-48.75,33.85,43.45,0,0.15
355488940,1.01010011000001E+028,FPIX_2-D4,5,232.225,2644,90,-41.25,33.85,43.45,0,0.15
355488944,1.01010011000001E+028,FPIX_2-D4,5,232.225,2652,90,-33.75,33.85,43.45,0,0.15
355488948,1.01010011000001E+028,FPIX_2-D4,5,232.225,2644,90,-26.25,33.85,43.45,0,0.15
355488952,1.01010011000001E+028,FPIX_2-D4,5,232.225,2652,90,-18.75,33.85,43.45,0,0.15
355488956,1.01010011000001E+028,FPIX_2-D4,5,232.225,2644,90,-11.25,33.85,43.45,0,0.15
355488960,1.01010011000001E+028,FPIX_2-D4,5,232.225,2652,90,-3.75,33.85,43.45,0,0.15
355488772,1.01010011000001E+028,FPIX_2-D4,5,232.225,2644,90,3.75,33.85,43.45,0,0.15
355488776,1.01010011000001E+028,FPIX_2-D4,5,232.225,2652,90,11.25,33.85,43.45,0,0.15
355488780,1.01010011000001E+028,FPIX_2-D4,5,232.225,2644,90,18.75,33.85,43.45,0,0.15
355488784,1.01010011000001E+028,FPIX_2-D4,5,232.225,2652,90,26.25,33.85,43.45,0,0.15
355488788,1.01010011000001E+028,FPIX_2-D4,5,232.225,2644,90,33.75,33.85,43.45,0,0.15
355488792,1.01010011000001E+028,FPIX_2-D4,5,232.225,2652,90,41.25,33.85,43.45,0,0.15
355488796,1.01010011000001E+028,FPIX_2-D4,5,232.225,2644,90,48.75,33.85,43.45,0,0.15
355488800,1.01010011000001E+028,FPIX_2-D4,5,232.225,2652,90,56.25,33.85,43.45,0,0.15
355488804,1.01010011000001E+028,FPIX_2-D4,5,232.225,2644,90,63.75,33.85,43.45,0,0.15
355488808,1.01010011000001E+028,FPIX_2-D4,5,232.225,2652,90,71.25,33.85,43.45,0,0.15
355488812,1.01010011000001E+028,FPIX_2-D4,5,232.225,2644,90,78.75,33.85,43.45,0,0.15
355488816,1.01010011000001E+028,FPIX_2-D4,5,232.225,2652,90,86.25,33.85,43.45,0,0.15
