DetId, BinaryDetId, Endcap-Disc name, Ring, r(mm), z(mm), tiltAngle(deg), phi(deg),  meanWidth(mm) (orthoradial), length(mm) (radial), sensorSpacing(mm), sensorThickness(mm)
352588824,1.0101000001E+028,FPIX_1-D1,1,52.725,252,90,99,16.8,43.45,0,0.15
352588828,1.0101000001E+028,FPIX_1-D1,1,52.725,256,90,117,16.8,43.45,0,0.15
352588832,1.0101000001E+028,FPIX_1-D1,1,52.725,252,90,135,16.8,43.45,0,0.15
352588836,1.0101000001E+028,FPIX_1-D1,1,52.725,256,90,153,16.8,43.45,0,0.15
352588840,1.0101000001E+028,FPIX_1-D1,1,52.725,252,90,171,16.8,43.45,0,0.15
352588844,1.0101000001E+028,FPIX_1-D1,1,52.725,256,90,-171,16.8,43.45,0,0.15
352588848,1.0101000001E+028,FPIX_1-D1,1,52.725,252,90,-153,16.8,43.45,0,0.15
352588852,1.0101000001E+028,FPIX_1-D1,1,52.725,256,90,-135,16.8,43.45,0,0.15
352588856,1.0101000001E+028,FPIX_1-D1,1,52.725,252,90,-117,16.8,43.45,0,0.15
352588860,1.0101000001E+028,FPIX_1-D1,1,52.725,256,90,-99,16.8,43.45,0,0.15
352588864,1.0101000001E+028,FPIX_1-D1,1,52.725,252,90,-81,16.8,43.45,0,0.15
352588868,1.0101000001E+028,FPIX_1-D1,1,52.725,256,90,-63,16.8,43.45,0,0.15
352588872,1.0101000001E+028,FPIX_1-D1,1,52.725,252,90,-45,16.8,43.45,0,0.15
352588876,1.0101000001E+028,FPIX_1-D1,1,52.725,256,90,-27,16.8,43.45,0,0.15
352588880,1.0101000001E+028,FPIX_1-D1,1,52.725,252,90,-9,16.8,43.45,0,0.15
352588804,1.0101000001E+028,FPIX_1-D1,1,52.725,256,90,9,16.8,43.45,0,0.15
352588808,1.0101000001E+028,FPIX_1-D1,1,52.725,252,90,27,16.8,43.45,0,0.15
352588812,1.0101000001E+028,FPIX_1-D1,1,52.725,256,90,45,16.8,43.45,0,0.15
352588816,1.0101000001E+028,FPIX_1-D1,1,52.725,252,90,63,16.8,43.45,0,0.15
352588820,1.0101000001E+028,FPIX_1-D1,1,52.725,256,90,81,16.8,43.45,0,0.15
352592932,1.0101000001E+028,FPIX_1-D1,2,70.725,244,90,95.625,16.8,43.45,0,0.15
352592936,1.0101000001E+028,FPIX_1-D1,2,70.725,248,90,106.875,16.8,43.45,0,0.15
352592940,1.0101000001E+028,FPIX_1-D1,2,70.725,244,90,118.125,16.8,43.45,0,0.15
352592944,1.0101000001E+028,FPIX_1-D1,2,70.725,248,90,129.375,16.8,43.45,0,0.15
352592948,1.0101000001E+028,FPIX_1-D1,2,70.725,244,90,140.625,16.8,43.45,0,0.15
352592952,1.0101000001E+028,FPIX_1-D1,2,70.725,248,90,151.875,16.8,43.45,0,0.15
352592956,1.0101000001E+028,FPIX_1-D1,2,70.725,244,90,163.125,16.8,43.45,0,0.15
352592960,1.0101000001E+028,FPIX_1-D1,2,70.725,248,90,174.375,16.8,43.45,0,0.15
352592964,1.0101000001E+028,FPIX_1-D1,2,70.725,244,90,-174.375,16.8,43.45,0,0.15
352592968,1.0101000001E+028,FPIX_1-D1,2,70.725,248,90,-163.125,16.8,43.45,0,0.15
352592972,1.0101000001E+028,FPIX_1-D1,2,70.725,244,90,-151.875,16.8,43.45,0,0.15
352592976,1.0101000001E+028,FPIX_1-D1,2,70.725,248,90,-140.625,16.8,43.45,0,0.15
352592980,1.0101000001E+028,FPIX_1-D1,2,70.725,244,90,-129.375,16.8,43.45,0,0.15
352592984,1.0101000001E+028,FPIX_1-D1,2,70.725,248,90,-118.125,16.8,43.45,0,0.15
352592988,1.0101000001E+028,FPIX_1-D1,2,70.725,244,90,-106.875,16.8,43.45,0,0.15
352592992,1.0101000001E+028,FPIX_1-D1,2,70.725,248,90,-95.625,16.8,43.45,0,0.15
352592996,1.0101000001E+028,FPIX_1-D1,2,70.725,244,90,-84.375,16.8,43.45,0,0.15
352593000,1.0101000001E+028,FPIX_1-D1,2,70.725,248,90,-73.125,16.8,43.45,0,0.15
352593004,1.0101000001E+028,FPIX_1-D1,2,70.725,244,90,-61.875,16.8,43.45,0,0.15
352593008,1.0101000001E+028,FPIX_1-D1,2,70.725,248,90,-50.625,16.8,43.45,0,0.15
352593012,1.0101000001E+028,FPIX_1-D1,2,70.725,244,90,-39.375,16.8,43.45,0,0.15
352593016,1.0101000001E+028,FPIX_1-D1,2,70.725,248,90,-28.125,16.8,43.45,0,0.15
352593020,1.0101000001E+028,FPIX_1-D1,2,70.725,244,90,-16.875,16.8,43.45,0,0.15
352593024,1.0101000001E+028,FPIX_1-D1,2,70.725,248,90,-5.625,16.8,43.45,0,0.15
352592900,1.0101000001E+028,FPIX_1-D1,2,70.725,244,90,5.625,16.8,43.45,0,0.15
352592904,1.0101000001E+028,FPIX_1-D1,2,70.725,248,90,16.875,16.8,43.45,0,0.15
352592908,1.0101000001E+028,FPIX_1-D1,2,70.725,244,90,28.125,16.8,43.45,0,0.15
352592912,1.0101000001E+028,FPIX_1-D1,2,70.725,248,90,39.375,16.8,43.45,0,0.15
352592916,1.0101000001E+028,FPIX_1-D1,2,70.725,244,90,50.625,16.8,43.45,0,0.15
352592920,1.0101000001E+028,FPIX_1-D1,2,70.725,248,90,61.875,16.8,43.45,0,0.15
352592924,1.0101000001E+028,FPIX_1-D1,2,70.725,244,90,73.125,16.8,43.45,0,0.15
352592928,1.0101000001E+028,FPIX_1-D1,2,70.725,248,90,84.375,16.8,43.45,0,0.15
352597020,1.0101000001E+028,FPIX_1-D1,3,104.925,252,90,97.5,33.85,43.45,0,0.15
352597024,1.0101000001E+028,FPIX_1-D1,3,104.925,256,90,112.5,33.85,43.45,0,0.15
352597028,1.0101000001E+028,FPIX_1-D1,3,104.925,252,90,127.5,33.85,43.45,0,0.15
352597032,1.0101000001E+028,FPIX_1-D1,3,104.925,256,90,142.5,33.85,43.45,0,0.15
352597036,1.0101000001E+028,FPIX_1-D1,3,104.925,252,90,157.5,33.85,43.45,0,0.15
352597040,1.0101000001E+028,FPIX_1-D1,3,104.925,256,90,172.5,33.85,43.45,0,0.15
352597044,1.0101000001E+028,FPIX_1-D1,3,104.925,252,90,-172.5,33.85,43.45,0,0.15
352597048,1.0101000001E+028,FPIX_1-D1,3,104.925,256,90,-157.5,33.85,43.45,0,0.15
352597052,1.0101000001E+028,FPIX_1-D1,3,104.925,252,90,-142.5,33.85,43.45,0,0.15
352597056,1.0101000001E+028,FPIX_1-D1,3,104.925,256,90,-127.5,33.85,43.45,0,0.15
352597060,1.0101000001E+028,FPIX_1-D1,3,104.925,252,90,-112.5,33.85,43.45,0,0.15
352597064,1.0101000001E+028,FPIX_1-D1,3,104.925,256,90,-97.5,33.85,43.45,0,0.15
352597068,1.0101000001E+028,FPIX_1-D1,3,104.925,252,90,-82.5,33.85,43.45,0,0.15
352597072,1.0101000001E+028,FPIX_1-D1,3,104.925,256,90,-67.5,33.85,43.45,0,0.15
352597076,1.0101000001E+028,FPIX_1-D1,3,104.925,252,90,-52.5,33.85,43.45,0,0.15
352597080,1.0101000001E+028,FPIX_1-D1,3,104.925,256,90,-37.5,33.85,43.45,0,0.15
352597084,1.0101000001E+028,FPIX_1-D1,3,104.925,252,90,-22.5,33.85,43.45,0,0.15
352597088,1.0101000001E+028,FPIX_1-D1,3,104.925,256,90,-7.5,33.85,43.45,0,0.15
352596996,1.0101000001E+028,FPIX_1-D1,3,104.925,252,90,7.5,33.85,43.45,0,0.15
352597000,1.0101000001E+028,FPIX_1-D1,3,104.925,256,90,22.5,33.85,43.45,0,0.15
352597004,1.0101000001E+028,FPIX_1-D1,3,104.925,252,90,37.5,33.85,43.45,0,0.15
352597008,1.0101000001E+028,FPIX_1-D1,3,104.925,256,90,52.5,33.85,43.45,0,0.15
352597012,1.0101000001E+028,FPIX_1-D1,3,104.925,252,90,67.5,33.85,43.45,0,0.15
352597016,1.0101000001E+028,FPIX_1-D1,3,104.925,256,90,82.5,33.85,43.45,0,0.15
352601124,1.01010000010001E+028,FPIX_1-D1,4,138.265,244,90,95.625,33.85,43.45,0,0.15
352601128,1.01010000010001E+028,FPIX_1-D1,4,138.265,248,90,106.875,33.85,43.45,0,0.15
352601132,1.01010000010001E+028,FPIX_1-D1,4,138.265,244,90,118.125,33.85,43.45,0,0.15
352601136,1.01010000010001E+028,FPIX_1-D1,4,138.265,248,90,129.375,33.85,43.45,0,0.15
352601140,1.01010000010001E+028,FPIX_1-D1,4,138.265,244,90,140.625,33.85,43.45,0,0.15
352601144,1.01010000010001E+028,FPIX_1-D1,4,138.265,248,90,151.875,33.85,43.45,0,0.15
352601148,1.01010000010001E+028,FPIX_1-D1,4,138.265,244,90,163.125,33.85,43.45,0,0.15
352601152,1.01010000010001E+028,FPIX_1-D1,4,138.265,248,90,174.375,33.85,43.45,0,0.15
352601156,1.01010000010001E+028,FPIX_1-D1,4,138.265,244,90,-174.375,33.85,43.45,0,0.15
352601160,1.01010000010001E+028,FPIX_1-D1,4,138.265,248,90,-163.125,33.85,43.45,0,0.15
352601164,1.01010000010001E+028,FPIX_1-D1,4,138.265,244,90,-151.875,33.85,43.45,0,0.15
352601168,1.01010000010001E+028,FPIX_1-D1,4,138.265,248,90,-140.625,33.85,43.45,0,0.15
352601172,1.01010000010001E+028,FPIX_1-D1,4,138.265,244,90,-129.375,33.85,43.45,0,0.15
352601176,1.01010000010001E+028,FPIX_1-D1,4,138.265,248,90,-118.125,33.85,43.45,0,0.15
352601180,1.01010000010001E+028,FPIX_1-D1,4,138.265,244,90,-106.875,33.85,43.45,0,0.15
352601184,1.01010000010001E+028,FPIX_1-D1,4,138.265,248,90,-95.625,33.85,43.45,0,0.15
352601188,1.01010000010001E+028,FPIX_1-D1,4,138.265,244,90,-84.375,33.85,43.45,0,0.15
352601192,1.01010000010001E+028,FPIX_1-D1,4,138.265,248,90,-73.125,33.85,43.45,0,0.15
352601196,1.01010000010001E+028,FPIX_1-D1,4,138.265,244,90,-61.875,33.85,43.45,0,0.15
352601200,1.01010000010001E+028,FPIX_1-D1,4,138.265,248,90,-50.625,33.85,43.45,0,0.15
352601204,1.01010000010001E+028,FPIX_1-D1,4,138.265,244,90,-39.375,33.85,43.45,0,0.15
352601208,1.01010000010001E+028,FPIX_1-D1,4,138.265,248,90,-28.125,33.85,43.45,0,0.15
352601212,1.01010000010001E+028,FPIX_1-D1,4,138.265,244,90,-16.875,33.85,43.45,0,0.15
352601216,1.01010000010001E+028,FPIX_1-D1,4,138.265,248,90,-5.625,33.85,43.45,0,0.15
352601092,1.01010000010001E+028,FPIX_1-D1,4,138.265,244,90,5.625,33.85,43.45,0,0.15
352601096,1.01010000010001E+028,FPIX_1-D1,4,138.265,248,90,16.875,33.85,43.45,0,0.15
352601100,1.01010000010001E+028,FPIX_1-D1,4,138.265,244,90,28.125,33.85,43.45,0,0.15
352601104,1.01010000010001E+028,FPIX_1-D1,4,138.265,248,90,39.375,33.85,43.45,0,0.15
352601108,1.01010000010001E+028,FPIX_1-D1,4,138.265,244,90,50.625,33.85,43.45,0,0.15
352601112,1.01010000010001E+028,FPIX_1-D1,4,138.265,248,90,61.875,33.85,43.45,0,0.15
352601116,1.01010000010001E+028,FPIX_1-D1,4,138.265,244,90,73.125,33.85,43.45,0,0.15
352601120,1.01010000010001E+028,FPIX_1-D1,4,138.265,248,90,84.375,33.85,43.45,0,0.15
352850968,1.010100001E+028,FPIX_1-D2,1,52.725,321.76,90,99,16.8,43.45,0,0.15
352850972,1.010100001E+028,FPIX_1-D2,1,52.725,325.76,90,117,16.8,43.45,0,0.15
352850976,1.010100001E+028,FPIX_1-D2,1,52.725,321.76,90,135,16.8,43.45,0,0.15
352850980,1.010100001E+028,FPIX_1-D2,1,52.725,325.76,90,153,16.8,43.45,0,0.15
352850984,1.010100001E+028,FPIX_1-D2,1,52.725,321.76,90,171,16.8,43.45,0,0.15
352850988,1.010100001E+028,FPIX_1-D2,1,52.725,325.76,90,-171,16.8,43.45,0,0.15
352850992,1.010100001E+028,FPIX_1-D2,1,52.725,321.76,90,-153,16.8,43.45,0,0.15
352850996,1.010100001E+028,FPIX_1-D2,1,52.725,325.76,90,-135,16.8,43.45,0,0.15
352851000,1.010100001E+028,FPIX_1-D2,1,52.725,321.76,90,-117,16.8,43.45,0,0.15
352851004,1.010100001E+028,FPIX_1-D2,1,52.725,325.76,90,-99,16.8,43.45,0,0.15
352851008,1.010100001E+028,FPIX_1-D2,1,52.725,321.76,90,-81,16.8,43.45,0,0.15
352851012,1.010100001E+028,FPIX_1-D2,1,52.725,325.76,90,-63,16.8,43.45,0,0.15
352851016,1.010100001E+028,FPIX_1-D2,1,52.725,321.76,90,-45,16.8,43.45,0,0.15
352851020,1.010100001E+028,FPIX_1-D2,1,52.725,325.76,90,-27,16.8,43.45,0,0.15
352851024,1.010100001E+028,FPIX_1-D2,1,52.725,321.76,90,-9,16.8,43.45,0,0.15
352850948,1.010100001E+028,FPIX_1-D2,1,52.725,325.76,90,9,16.8,43.45,0,0.15
352850952,1.010100001E+028,FPIX_1-D2,1,52.725,321.76,90,27,16.8,43.45,0,0.15
352850956,1.010100001E+028,FPIX_1-D2,1,52.725,325.76,90,45,16.8,43.45,0,0.15
352850960,1.010100001E+028,FPIX_1-D2,1,52.725,321.76,90,63,16.8,43.45,0,0.15
352850964,1.010100001E+028,FPIX_1-D2,1,52.725,325.76,90,81,16.8,43.45,0,0.15
352855076,1.010100001E+028,FPIX_1-D2,2,70.725,313.76,90,95.625,16.8,43.45,0,0.15
352855080,1.010100001E+028,FPIX_1-D2,2,70.725,317.76,90,106.875,16.8,43.45,0,0.15
352855084,1.010100001E+028,FPIX_1-D2,2,70.725,313.76,90,118.125,16.8,43.45,0,0.15
352855088,1.010100001E+028,FPIX_1-D2,2,70.725,317.76,90,129.375,16.8,43.45,0,0.15
352855092,1.010100001E+028,FPIX_1-D2,2,70.725,313.76,90,140.625,16.8,43.45,0,0.15
352855096,1.010100001E+028,FPIX_1-D2,2,70.725,317.76,90,151.875,16.8,43.45,0,0.15
352855100,1.010100001E+028,FPIX_1-D2,2,70.725,313.76,90,163.125,16.8,43.45,0,0.15
352855104,1.010100001E+028,FPIX_1-D2,2,70.725,317.76,90,174.375,16.8,43.45,0,0.15
352855108,1.010100001E+028,FPIX_1-D2,2,70.725,313.76,90,-174.375,16.8,43.45,0,0.15
352855112,1.010100001E+028,FPIX_1-D2,2,70.725,317.76,90,-163.125,16.8,43.45,0,0.15
352855116,1.010100001E+028,FPIX_1-D2,2,70.725,313.76,90,-151.875,16.8,43.45,0,0.15
352855120,1.010100001E+028,FPIX_1-D2,2,70.725,317.76,90,-140.625,16.8,43.45,0,0.15
352855124,1.010100001E+028,FPIX_1-D2,2,70.725,313.76,90,-129.375,16.8,43.45,0,0.15
352855128,1.010100001E+028,FPIX_1-D2,2,70.725,317.76,90,-118.125,16.8,43.45,0,0.15
352855132,1.010100001E+028,FPIX_1-D2,2,70.725,313.76,90,-106.875,16.8,43.45,0,0.15
352855136,1.010100001E+028,FPIX_1-D2,2,70.725,317.76,90,-95.625,16.8,43.45,0,0.15
352855140,1.010100001E+028,FPIX_1-D2,2,70.725,313.76,90,-84.375,16.8,43.45,0,0.15
352855144,1.010100001E+028,FPIX_1-D2,2,70.725,317.76,90,-73.125,16.8,43.45,0,0.15
352855148,1.010100001E+028,FPIX_1-D2,2,70.725,313.76,90,-61.875,16.8,43.45,0,0.15
352855152,1.010100001E+028,FPIX_1-D2,2,70.725,317.76,90,-50.625,16.8,43.45,0,0.15
352855156,1.010100001E+028,FPIX_1-D2,2,70.725,313.76,90,-39.375,16.8,43.45,0,0.15
352855160,1.010100001E+028,FPIX_1-D2,2,70.725,317.76,90,-28.125,16.8,43.45,0,0.15
352855164,1.010100001E+028,FPIX_1-D2,2,70.725,313.76,90,-16.875,16.8,43.45,0,0.15
352855168,1.010100001E+028,FPIX_1-D2,2,70.725,317.76,90,-5.625,16.8,43.45,0,0.15
352855044,1.010100001E+028,FPIX_1-D2,2,70.725,313.76,90,5.625,16.8,43.45,0,0.15
352855048,1.010100001E+028,FPIX_1-D2,2,70.725,317.76,90,16.875,16.8,43.45,0,0.15
352855052,1.010100001E+028,FPIX_1-D2,2,70.725,313.76,90,28.125,16.8,43.45,0,0.15
352855056,1.010100001E+028,FPIX_1-D2,2,70.725,317.76,90,39.375,16.8,43.45,0,0.15
352855060,1.010100001E+028,FPIX_1-D2,2,70.725,313.76,90,50.625,16.8,43.45,0,0.15
352855064,1.010100001E+028,FPIX_1-D2,2,70.725,317.76,90,61.875,16.8,43.45,0,0.15
352855068,1.010100001E+028,FPIX_1-D2,2,70.725,313.76,90,73.125,16.8,43.45,0,0.15
352855072,1.010100001E+028,FPIX_1-D2,2,70.725,317.76,90,84.375,16.8,43.45,0,0.15
352859164,1.010100001E+028,FPIX_1-D2,3,104.925,321.76,90,97.5,33.85,43.45,0,0.15
352859168,1.010100001E+028,FPIX_1-D2,3,104.925,325.76,90,112.5,33.85,43.45,0,0.15
352859172,1.010100001E+028,FPIX_1-D2,3,104.925,321.76,90,127.5,33.85,43.45,0,0.15
352859176,1.010100001E+028,FPIX_1-D2,3,104.925,325.76,90,142.5,33.85,43.45,0,0.15
352859180,1.010100001E+028,FPIX_1-D2,3,104.925,321.76,90,157.5,33.85,43.45,0,0.15
352859184,1.010100001E+028,FPIX_1-D2,3,104.925,325.76,90,172.5,33.85,43.45,0,0.15
352859188,1.010100001E+028,FPIX_1-D2,3,104.925,321.76,90,-172.5,33.85,43.45,0,0.15
352859192,1.010100001E+028,FPIX_1-D2,3,104.925,325.76,90,-157.5,33.85,43.45,0,0.15
352859196,1.010100001E+028,FPIX_1-D2,3,104.925,321.76,90,-142.5,33.85,43.45,0,0.15
352859200,1.010100001E+028,FPIX_1-D2,3,104.925,325.76,90,-127.5,33.85,43.45,0,0.15
352859204,1.010100001E+028,FPIX_1-D2,3,104.925,321.76,90,-112.5,33.85,43.45,0,0.15
352859208,1.010100001E+028,FPIX_1-D2,3,104.925,325.76,90,-97.5,33.85,43.45,0,0.15
352859212,1.010100001E+028,FPIX_1-D2,3,104.925,321.76,90,-82.5,33.85,43.45,0,0.15
352859216,1.010100001E+028,FPIX_1-D2,3,104.925,325.76,90,-67.5,33.85,43.45,0,0.15
352859220,1.010100001E+028,FPIX_1-D2,3,104.925,321.76,90,-52.5,33.85,43.45,0,0.15
352859224,1.010100001E+028,FPIX_1-D2,3,104.925,325.76,90,-37.5,33.85,43.45,0,0.15
352859228,1.010100001E+028,FPIX_1-D2,3,104.925,321.76,90,-22.5,33.85,43.45,0,0.15
352859232,1.010100001E+028,FPIX_1-D2,3,104.925,325.76,90,-7.5,33.85,43.45,0,0.15
352859140,1.010100001E+028,FPIX_1-D2,3,104.925,321.76,90,7.5,33.85,43.45,0,0.15
352859144,1.010100001E+028,FPIX_1-D2,3,104.925,325.76,90,22.5,33.85,43.45,0,0.15
352859148,1.010100001E+028,FPIX_1-D2,3,104.925,321.76,90,37.5,33.85,43.45,0,0.15
352859152,1.010100001E+028,FPIX_1-D2,3,104.925,325.76,90,52.5,33.85,43.45,0,0.15
352859156,1.010100001E+028,FPIX_1-D2,3,104.925,321.76,90,67.5,33.85,43.45,0,0.15
352859160,1.010100001E+028,FPIX_1-D2,3,104.925,325.76,90,82.5,33.85,43.45,0,0.15
352863268,1.01010000100001E+028,FPIX_1-D2,4,138.265,313.76,90,95.625,33.85,43.45,0,0.15
352863272,1.01010000100001E+028,FPIX_1-D2,4,138.265,317.76,90,106.875,33.85,43.45,0,0.15
352863276,1.01010000100001E+028,FPIX_1-D2,4,138.265,313.76,90,118.125,33.85,43.45,0,0.15
352863280,1.01010000100001E+028,FPIX_1-D2,4,138.265,317.76,90,129.375,33.85,43.45,0,0.15
352863284,1.01010000100001E+028,FPIX_1-D2,4,138.265,313.76,90,140.625,33.85,43.45,0,0.15
352863288,1.01010000100001E+028,FPIX_1-D2,4,138.265,317.76,90,151.875,33.85,43.45,0,0.15
352863292,1.01010000100001E+028,FPIX_1-D2,4,138.265,313.76,90,163.125,33.85,43.45,0,0.15
352863296,1.01010000100001E+028,FPIX_1-D2,4,138.265,317.76,90,174.375,33.85,43.45,0,0.15
352863300,1.01010000100001E+028,FPIX_1-D2,4,138.265,313.76,90,-174.375,33.85,43.45,0,0.15
352863304,1.01010000100001E+028,FPIX_1-D2,4,138.265,317.76,90,-163.125,33.85,43.45,0,0.15
352863308,1.01010000100001E+028,FPIX_1-D2,4,138.265,313.76,90,-151.875,33.85,43.45,0,0.15
352863312,1.01010000100001E+028,FPIX_1-D2,4,138.265,317.76,90,-140.625,33.85,43.45,0,0.15
352863316,1.01010000100001E+028,FPIX_1-D2,4,138.265,313.76,90,-129.375,33.85,43.45,0,0.15
352863320,1.01010000100001E+028,FPIX_1-D2,4,138.265,317.76,90,-118.125,33.85,43.45,0,0.15
352863324,1.01010000100001E+028,FPIX_1-D2,4,138.265,313.76,90,-106.875,33.85,43.45,0,0.15
352863328,1.01010000100001E+028,FPIX_1-D2,4,138.265,317.76,90,-95.625,33.85,43.45,0,0.15
352863332,1.01010000100001E+028,FPIX_1-D2,4,138.265,313.76,90,-84.375,33.85,43.45,0,0.15
352863336,1.01010000100001E+028,FPIX_1-D2,4,138.265,317.76,90,-73.125,33.85,43.45,0,0.15
352863340,1.01010000100001E+028,FPIX_1-D2,4,138.265,313.76,90,-61.875,33.85,43.45,0,0.15
352863344,1.01010000100001E+028,FPIX_1-D2,4,138.265,317.76,90,-50.625,33.85,43.45,0,0.15
352863348,1.01010000100001E+028,FPIX_1-D2,4,138.265,313.76,90,-39.375,33.85,43.45,0,0.15
352863352,1.01010000100001E+028,FPIX_1-D2,4,138.265,317.76,90,-28.125,33.85,43.45,0,0.15
352863356,1.01010000100001E+028,FPIX_1-D2,4,138.265,313.76,90,-16.875,33.85,43.45,0,0.15
352863360,1.01010000100001E+028,FPIX_1-D2,4,138.265,317.76,90,-5.625,33.85,43.45,0,0.15
352863236,1.01010000100001E+028,FPIX_1-D2,4,138.265,313.76,90,5.625,33.85,43.45,0,0.15
352863240,1.01010000100001E+028,FPIX_1-D2,4,138.265,317.76,90,16.875,33.85,43.45,0,0.15
352863244,1.01010000100001E+028,FPIX_1-D2,4,138.265,313.76,90,28.125,33.85,43.45,0,0.15
352863248,1.01010000100001E+028,FPIX_1-D2,4,138.265,317.76,90,39.375,33.85,43.45,0,0.15
352863252,1.01010000100001E+028,FPIX_1-D2,4,138.265,313.76,90,50.625,33.85,43.45,0,0.15
352863256,1.01010000100001E+028,FPIX_1-D2,4,138.265,317.76,90,61.875,33.85,43.45,0,0.15
352863260,1.01010000100001E+028,FPIX_1-D2,4,138.265,313.76,90,73.125,33.85,43.45,0,0.15
352863264,1.01010000100001E+028,FPIX_1-D2,4,138.265,317.76,90,84.375,33.85,43.45,0,0.15
353113112,1.0101000011E+028,FPIX_1-D3,1,52.725,410.99,90,99,16.8,43.45,0,0.15
353113116,1.0101000011E+028,FPIX_1-D3,1,52.725,414.99,90,117,16.8,43.45,0,0.15
353113120,1.0101000011E+028,FPIX_1-D3,1,52.725,410.99,90,135,16.8,43.45,0,0.15
353113124,1.0101000011E+028,FPIX_1-D3,1,52.725,414.99,90,153,16.8,43.45,0,0.15
353113128,1.0101000011E+028,FPIX_1-D3,1,52.725,410.99,90,171,16.8,43.45,0,0.15
353113132,1.0101000011E+028,FPIX_1-D3,1,52.725,414.99,90,-171,16.8,43.45,0,0.15
353113136,1.0101000011E+028,FPIX_1-D3,1,52.725,410.99,90,-153,16.8,43.45,0,0.15
353113140,1.0101000011E+028,FPIX_1-D3,1,52.725,414.99,90,-135,16.8,43.45,0,0.15
353113144,1.0101000011E+028,FPIX_1-D3,1,52.725,410.99,90,-117,16.8,43.45,0,0.15
353113148,1.0101000011E+028,FPIX_1-D3,1,52.725,414.99,90,-99,16.8,43.45,0,0.15
353113152,1.0101000011E+028,FPIX_1-D3,1,52.725,410.99,90,-81,16.8,43.45,0,0.15
353113156,1.0101000011E+028,FPIX_1-D3,1,52.725,414.99,90,-63,16.8,43.45,0,0.15
353113160,1.0101000011E+028,FPIX_1-D3,1,52.725,410.99,90,-45,16.8,43.45,0,0.15
353113164,1.0101000011E+028,FPIX_1-D3,1,52.725,414.99,90,-27,16.8,43.45,0,0.15
353113168,1.0101000011E+028,FPIX_1-D3,1,52.725,410.99,90,-9,16.8,43.45,0,0.15
353113092,1.0101000011E+028,FPIX_1-D3,1,52.725,414.99,90,9,16.8,43.45,0,0.15
353113096,1.0101000011E+028,FPIX_1-D3,1,52.725,410.99,90,27,16.8,43.45,0,0.15
353113100,1.0101000011E+028,FPIX_1-D3,1,52.725,414.99,90,45,16.8,43.45,0,0.15
353113104,1.0101000011E+028,FPIX_1-D3,1,52.725,410.99,90,63,16.8,43.45,0,0.15
353113108,1.0101000011E+028,FPIX_1-D3,1,52.725,414.99,90,81,16.8,43.45,0,0.15
353117220,1.0101000011E+028,FPIX_1-D3,2,70.725,402.99,90,95.625,16.8,43.45,0,0.15
353117224,1.0101000011E+028,FPIX_1-D3,2,70.725,406.99,90,106.875,16.8,43.45,0,0.15
353117228,1.0101000011E+028,FPIX_1-D3,2,70.725,402.99,90,118.125,16.8,43.45,0,0.15
353117232,1.0101000011E+028,FPIX_1-D3,2,70.725,406.99,90,129.375,16.8,43.45,0,0.15
353117236,1.0101000011E+028,FPIX_1-D3,2,70.725,402.99,90,140.625,16.8,43.45,0,0.15
353117240,1.0101000011E+028,FPIX_1-D3,2,70.725,406.99,90,151.875,16.8,43.45,0,0.15
353117244,1.0101000011E+028,FPIX_1-D3,2,70.725,402.99,90,163.125,16.8,43.45,0,0.15
353117248,1.0101000011E+028,FPIX_1-D3,2,70.725,406.99,90,174.375,16.8,43.45,0,0.15
353117252,1.0101000011E+028,FPIX_1-D3,2,70.725,402.99,90,-174.375,16.8,43.45,0,0.15
353117256,1.0101000011E+028,FPIX_1-D3,2,70.725,406.99,90,-163.125,16.8,43.45,0,0.15
353117260,1.0101000011E+028,FPIX_1-D3,2,70.725,402.99,90,-151.875,16.8,43.45,0,0.15
353117264,1.0101000011E+028,FPIX_1-D3,2,70.725,406.99,90,-140.625,16.8,43.45,0,0.15
353117268,1.0101000011E+028,FPIX_1-D3,2,70.725,402.99,90,-129.375,16.8,43.45,0,0.15
353117272,1.0101000011E+028,FPIX_1-D3,2,70.725,406.99,90,-118.125,16.8,43.45,0,0.15
353117276,1.0101000011E+028,FPIX_1-D3,2,70.725,402.99,90,-106.875,16.8,43.45,0,0.15
353117280,1.0101000011E+028,FPIX_1-D3,2,70.725,406.99,90,-95.625,16.8,43.45,0,0.15
353117284,1.0101000011E+028,FPIX_1-D3,2,70.725,402.99,90,-84.375,16.8,43.45,0,0.15
353117288,1.0101000011E+028,FPIX_1-D3,2,70.725,406.99,90,-73.125,16.8,43.45,0,0.15
353117292,1.0101000011E+028,FPIX_1-D3,2,70.725,402.99,90,-61.875,16.8,43.45,0,0.15
353117296,1.0101000011E+028,FPIX_1-D3,2,70.725,406.99,90,-50.625,16.8,43.45,0,0.15
353117300,1.0101000011E+028,FPIX_1-D3,2,70.725,402.99,90,-39.375,16.8,43.45,0,0.15
353117304,1.0101000011E+028,FPIX_1-D3,2,70.725,406.99,90,-28.125,16.8,43.45,0,0.15
353117308,1.0101000011E+028,FPIX_1-D3,2,70.725,402.99,90,-16.875,16.8,43.45,0,0.15
353117312,1.0101000011E+028,FPIX_1-D3,2,70.725,406.99,90,-5.625,16.8,43.45,0,0.15
353117188,1.0101000011E+028,FPIX_1-D3,2,70.725,402.99,90,5.625,16.8,43.45,0,0.15
