
  x              y             z     Side   Disk    Ring   Module
5.6147      18.4534      -200.759     1      10      4      9
5.64211      16.7656      -200.759     1      10      4      9
7.55788      20.0687      -200.759     1      10      4      9
6.9475      16.8985      -200.759     1      10      4      9
7.30808      17.0342      -200.759     1      10      4      9
3.47947      19.3757      -201.559     1      10      4      10
5.14502      16.7389      -201.559     1      10      4      10
-0.038164      17.5274      -200.759     1      10      4      11
-2.43192      19.7195      -201.559     1      10      4      12
-1.48365      21.6743      -201.559     1      10      4      12
-0.107612      17.5471      -201.559     1      10      4      12
-5.54555      20.3607      -200.759     1      10      4      13
-8.60757      18.2881      -201.559     1      10      4      14
-8.5969      18.2814      -201.559     1      10      4      14
-8.95586      19.4084      -201.559     1      10      4      14
-8.50526      18.2679      -201.559     1      10      4      14
-8.20965      18.3618      -201.559     1      10      4      14
-7.66442      18.7788      -201.559     1      10      4      14
-6.29222      18.164      -201.559     1      10      4      14
-6.27111      18.1766      -201.559     1      10      4      14
-6.11599      18.4485      -201.559     1      10      4      14
-9.97906      17.6611      -200.759     1      10      4      15
-8.67506      18.4302      -200.759     1      10      4      15
-8.34576      18.0397      -200.759     1      10      4      15
-9.16413      19.6232      -200.759     1      10      4      15
-13.3139      14.9841      -201.559     1      10      4      16
-14.1102      12.366      -200.759     1      10      4      17
-14.1607      14.0287      -200.759     1      10      4      17
-13.5736      13.8121      -200.759     1      10      4      17
-13.3419      15.497      -200.759     1      10      4      17
-15.6714      12.1932      -201.559     1      10      4      18
-14.6559      12.0464      -201.559     1      10      4      18
-14.1258      12.4715      -201.559     1      10      4      18
-18.8039      9.15001      -200.759     1      10      4      19
-17.8215      8.78704      -200.759     1      10      4      19
-15.6677      8.00689      -200.759     1      10      4      19
-15.8367      8.35071      -200.759     1      10      4      19
-17.146      5.19531      -201.559     1      10      4      20
-17.0843      5.25282      -200.759     1      10      4      21
-19.5891      -2.29025      -200.759     1      10      4      23
-19.6742      -1.94266      -200.759     1      10      4      23
-21.6289      -1.69738      -200.759     1      10      4      23
-21.0245      -0.605088      -200.759     1      10      4      23
-19.5763      -5.94876      -201.559     1      10      4      24
-17.4747      -7.63707      -200.759     1      10      4      25
-19.4147      -7.45254      -200.759     1      10      4      25
-17.4836      -5.9803      -200.759     1      10      4      25
-18.6569      -5.87136      -200.759     1      10      4      25
-19.5327      -5.87248      -200.759     1      10      4      25
-17.5352      -7.68205      -201.559     1      10      4      26
-14.5514      -12.6703      -200.759     1      10      4      27
-13.5729      -11.1708      -200.759     1      10      4      27
-16.4209      -12.5118      -200.759     1      10      4      27
-15.808      -11.4262      -200.759     1      10      4      27
-12.7087      -12.7109      -201.559     1      10      4      28
-13.4723      -11.8936      -201.559     1      10      4      28
-14.4556      -12.3178      -201.559     1      10      4      28
-12.0012      -17.641      -200.759     1      10      4      29
-11.9998      -17.6296      -200.759     1      10      4      29
-10.7485      -14.0642      -200.759     1      10      4      29
-12.4349      -14.3023      -200.759     1      10      4      29
-11.0597      -18.7022      -201.559     1      10      4      30
-7.83452      -17.4332      -200.759     1      10      4      31
-2.41417      -17.6659      -201.559     1      10      4      32
-2.92795      -18.2048      -201.559     1      10      4      32
-4.53888      -19.2272      -201.559     1      10      4      32
0.0754131      -18.062      -200.759     1      10      4      33
-0.420278      -20.034      -200.759     1      10      4      33
-0.668986      -17.6374      -200.759     1      10      4      33
-2.41516      -17.5957      -200.759     1      10      4      33
-2.90773      -18.1398      -200.759     1      10      4      33
1.09201      -19.3498      -201.559     1      10      4      34
0.0822667      -18.1302      -201.559     1      10      4      34
4.25694      -17.0828      -200.759     1      10      4      35
6.03658      -18.7021      -201.559     1      10      4      36
10.8095      -16.9339      -200.759     1      10      4      37
11.8974      -17.4415      -201.559     1      10      4      38
10.8757      -16.9829      -201.559     1      10      4      38
13.5173      -11.6138      -200.759     1      10      4      39
13.3268      -11.8892      -200.759     1      10      4      39
13.5631      -13.2103      -200.759     1      10      4      39
13.5038      -11.6976      -201.559     1      10      4      40
13.4098      -11.8732      -201.559     1      10      4      40
18.0363      -10.1484      -200.759     1      10      4      41
16.9131      -7.07233      -201.559     1      10      4      42
19.4537      -4.15745      -200.759     1      10      4      43
18.3377      0.140823      -201.559     1      10      4      44
21.9699      0.201081      -201.159     1      10      5      1
24.0282      0.611579      -201.159     1      10      5      1
21.4626      1.97169      -201.159     1      10      5      1
20.6415      4.25526      -200.359     1      10      5      2
20.7352      6.16254      -201.159     1      10      5      3
20.3304      11.9018      -200.359     1      10      5      4
21.2679      12.6638      -201.159     1      10      5      5
20.1017      11.9945      -201.159     1      10      5      5
18.4557      13.3405      -201.159     1      10      5      5
17.3009      12.8523      -201.159     1      10      5      5
17.826      13.7424      -201.159     1      10      5      5
17.3876      13.5489      -200.359     1      10      5      6
17.6107      13.9323      -200.359     1      10      5      6
18.0063      14.6655      -200.359     1      10      5      6
13.8753      17.128      -201.159     1      10      5      7
13.5409      21.298      -200.359     1      10      5      8
10.4946      18.5128      -201.159     1      10      5      9
9.77885      23.2973      -201.159     1      10      5      9
9.65125      23.4433      -200.359     1      10      5      10
9.42516      22.8265      -200.359     1      10      5      10
8.85288      22.3255      -200.359     1      10      5      10
7.46679      19.9118      -200.359     1      10      5      10
4.13843      24.4126      -201.159     1      10      5      11
0.925869      22.7566      -200.359     1      10      5      12
-0.439182      24.2017      -201.159     1      10      5      13
-1.06048      23.1175      -201.159     1      10      5      13
-1.29428      25.0268      -201.159     1      10      5      13
-1.4969      21.6342      -201.159     1      10      5      13
-1.71911      23.9765      -201.159     1      10      5      13
-2.44366      24.8027      -201.159     1      10      5      13
-5.53249      20.4086      -201.159     1      10      5      15
-7.79374      21.9705      -201.159     1      10      5      15
-9.27029      19.7281      -200.359     1      10      5      16
-10.7268      21.8252      -200.359     1      10      5      16
-11.2131      22.1247      -200.359     1      10      5      16
-11.4472      21.5481      -200.359     1      10      5      16
-14.9754      18.8688      -200.359     1      10      5      18
-16.573      16.7196      -200.359     1      10      5      18
-16.4884      16.5149      -201.159     1      10      5      19
-16.5091      16.479      -201.159     1      10      5      19
-16.3465      15.1763      -201.159     1      10      5      19
-20.3525      14.7906      -200.359     1      10      5      20
-18.6752      12.994      -200.359     1      10      5      20
-21.4416      11.0129      -201.159     1      10      5      21
-21.4534      10.9374      -201.159     1      10      5      21
-20.5069      9.12193      -201.159     1      10      5      21
-21.7401      7.06427      -200.359     1      10      5      22
-24.079      3.08762      -201.159     1      10      5      23
-22.9914      2.37254      -200.359     1      10      5      24
-22.29      1.15155      -200.359     1      10      5      24
-24.6767      1.30548      -200.359     1      10      5      24
-24.2163      0.699922      -200.359     1      10      5      24
-21.1256      -0.558661      -201.159     1      10      5      25
-21.3983      -1.64679      -201.159     1      10      5      25
-23.18      -3.01625      -201.159     1      10      5      25
-23.0881      -3.03126      -200.359     1      10      5      26
-24.3219      -6.02319      -200.359     1      10      5      26
-23.6526      -6.81848      -201.159     1      10      5      27
-21.9697      -9.85113      -200.359     1      10      5      28
-21.627      -11.7398      -200.359     1      10      5      28
-19.75      -11.824      -201.159     1      10      5      29
-19.918      -12.1503      -201.159     1      10      5      29
-18.8577      -13.7256      -201.159     1      10      5      29
-18.5587      -16.6928      -200.359     1      10      5      30
-17.8287      -16.6445      -200.359     1      10      5      30
-11.9997      -17.574      -200.359     1      10      5      32
-13.2786      -19.6519      -200.359     1      10      5      32
-13.0913      -20.7414      -200.359     1      10      5      32
-12.6408      -20.32      -200.359     1      10      5      32
-11.7088      -19.2098      -200.359     1      10      5      32
-12.9517      -21.4127      -200.359     1      10      5      32
-11.008      -18.5814      -200.359     1      10      5      32
-11.0398      -18.6569      -201.159     1      10      5      33
-4.86881      -23.0612      -201.159     1      10      5      35
-2.77556      -23.6961      -200.359     1      10      5      36
-2.7428      -23.7096      -200.359     1      10      5      36
2.01623      -23.6167      -201.159     1      10      5      37
4.04893      -22.7853      -200.359     1      10      5      38
6.36721      -21.3355      -201.159     1      10      5      39
9.17083      -20.6614      -200.359     1      10      5      40
11.1862      -21.4483      -200.359     1      10      5      40
11.3377      -21.1331      -200.359     1      10      5      40
12.5556      -19.2692      -201.159     1      10      5      41
11.8871      -17.392      -201.159     1      10      5      41
16.5026      -18.6589      -200.359     1      10      5      42
17.4903      -15.6594      -201.159     1      10      5      43
18.8881      -15.4821      -201.159     1      10      5      43
19.3313      -12.0481      -200.359     1      10      5      44
21.9467      -10.3672      -201.159     1      10      5      45
20.4791      -9.62216      -201.159     1      10      5      45
21.0686      -9.86165      -201.159     1      10      5      45
21.8301      -8.32513      -200.359     1      10      5      46
22.6304      -8.3969      -200.359     1      10      5      46
22.618      -5.60856      -201.159     1      10      5      47
21.5388      -4.20884      -201.159     1      10      5      47
22.4495      -3.82828      -201.159     1      10      5      47
21.8148      -2.56741      -200.359     1      10      5      48
23.6651      -2.65634      -200.359     1      10      5      48
23.5181      -2.44934      -200.359     1      10      5      48
22.6231      -2.06228      -200.359     1      10      5      48
23.9825      -0.875299      -200.359     1      10      5      48
21.8944      0.177169      -200.359     1      10      5      48
8.08458      0.140183      -230.169     1      11      1      1
10.5239      0.738553      -230.169     1      11      1      1
7.03091      1.30243      -230.169     1      11      1      1
6.39028      1.55029      -230.169     1      11      1      1
7.81836      1.88502      -230.169     1      11      1      1
6.98774      1.89749      -230.169     1      11      1      1
6.52422      2.37612      -230.169     1      11      1      1
7.23056      2.03012      -230.969     1      11      1      2
6.59744      2.35848      -230.969     1      11      1      2
9.73246      4.00481      -230.969     1      11      1      2
7.74359      3.16694      -230.969     1      11      1      2
8.77502      4.11972      -230.969     1      11      1      2
8.46212      4.49124      -230.969     1      11      1      2
8.74321      5.39501      -230.969     1      11      1      2
8.51153      5.40866      -230.969     1      11      1      2
7.63223      4.97327      -230.969     1      11      1      2
7.38979      5.0742      -230.969     1      11      1      2
7.37804      5.04989      -230.169     1      11      1      3
4.96125      3.95539      -230.169     1      11      1      3
7.70303      6.7354      -230.169     1      11      1      3
4.92148      4.5615      -230.169     1      11      1      3
5.3504      5.06704      -230.169     1      11      1      3
4.95284      4.71419      -230.169     1      11      1      3
4.51901      5.57278      -230.169     1      11      1      3
4.53184      5.58744      -230.969     1      11      1      4
3.33128      6.68231      -230.969     1      11      1      4
2.46957      6.79553      -230.969     1      11      1      4
2.40901      6.73188      -230.169     1      11      1      5
2.27154      6.19003      -230.169     1      11      1      5
2.81677      10.0372      -230.169     1      11      1      5
1.91661      9.06013      -230.169     1      11      1      5
1.80607      9.90881      -230.169     1      11      1      5
0.468849      6.64385      -230.169     1      11      1      5
0.212283      8.42793      -230.169     1      11      1      5
-0.379363      6.62615      -230.169     1      11      1      5
-0.248809      8.92669      -230.169     1      11      1      5
0.208811      8.45408      -230.969     1      11      1      6
0.458618      6.66911      -230.969     1      11      1      6
-0.278899      10.7183      -230.969     1      11      1      6
-0.255781      8.95827      -230.969     1      11      1      6
-0.38333      6.64726      -230.969     1      11      1      6
-1.38032      8.94974      -230.969     1      11      1      6
-1.39177      8.61312      -230.969     1      11      1      6
-2.31146      7.42646      -230.969     1      11      1      6
-2.32104      7.41054      -230.169     1      11      1      7
-4.13487      9.58754      -230.169     1      11      1      7
-2.49072      6.04911      -230.169     1      11      1      7
-2.50852      6.05657      -230.169     1      11      1      7
-3.97456      8.68434      -230.169     1      11      1      7
-4.20453      8.27112      -230.169     1      11      1      7
-3.68627      6.16916      -230.169     1      11      1      7
-4.3796      6.84481      -230.169     1      11      1      7
-4.21566      6.42271      -230.169     1      11      1      7
-3.92292      5.42765      -230.169     1      11      1      7
-4.20886      4.92053      -230.169     1      11      1      7
-5.36352      7.14125      -230.169     1      11      1      7
-4.19717      6.44456      -230.969     1      11      1      8
-5.97636      7.79662      -230.969     1      11      1      8
-5.36992      7.17128      -230.969     1      11      1      8
-3.93268      5.45119      -230.969     1      11      1      8
-4.55555      5.2913      -230.969     1      11      1      8
-4.16406      4.88001      -230.969     1      11      1      8
-5.99778      6.29653      -230.969     1      11      1      8
-4.71408      4.75474      -230.969     1      11      1      8
-6.018      5.31973      -230.969     1      11      1      8
-6.35759      5.29163      -230.969     1      11      1      8
-5.95278      4.7903      -230.969     1      11      1      8
-7.62655      6.42623      -230.969     1      11      1      8
-6.74329      5.47227      -230.969     1      11      1      8
-6.05981      4.20188      -230.969     1      11      1      8
-5.93434      4.77032      -230.169     1      11      1      9
-6.03777      4.22137      -230.169     1      11      1      9
-5.51988      3.49146      -230.169     1      11      1      9
-7.83138      4.60448      -230.169     1      11      1      9
-7.57264      2.97322      -230.169     1      11      1      9
-6.21868      2.1683      -230.169     1      11      1      9
-9.67503      3.65443      -230.169     1      11      1      9
-7.91172      2.5503      -230.169     1      11      1      9
-7.23813      2.17427      -230.169     1      11      1      9
-6.27852      1.5657      -230.169     1      11      1      9
-8.12397      2.39836      -230.169     1      11      1      9
-6.23561      2.176      -230.969     1      11      1      10
-8.15004      2.40808      -230.969     1      11      1      10
-7.04314      2.17174      -230.969     1      11      1      10
-7.9425      1.86924      -230.969     1      11      1      10
-8.4739      1.39402      -230.969     1      11      1      10
-7.17066      0.982586      -230.969     1      11      1      10
-8.14732      0.512075      -230.969     1      11      1      10
-8.49969      0.399192      -230.969     1      11      1      10
-7.85672      -0.0851109      -230.969     1      11      1      10
-8.61188      0.333156      -230.169     1      11      1      11
-7.58721      0.0474331      -230.169     1      11      1      11
-8.70051      -0.347251      -230.169     1      11      1      11
-9.88782      -0.658655      -230.169     1      11      1      11
-7.04086      -1.03416      -230.169     1      11      1      11
-8.80295      -1.42842      -230.169     1      11      1      11
-8.32818      -1.80205      -230.169     1      11      1      11
-6.58456      -2.34905      -230.169     1      11      1      11
-6.27656      -2.33981      -230.169     1      11      1      11
-6.51288      -2.29656      -230.969     1      11      1      12
-6.26344      -2.16866      -230.969     1      11      1      12
-8.65179      -4.49388      -230.969     1      11      1      12
-6.14798      -3.60814      -230.969     1      11      1      12
-8.49149      -5.31568      -230.969     1      11      1      12
-5.81297      -4.18772      -230.969     1      11      1      12
-7.49229      -5.31408      -230.969     1      11      1      12
-5.19494      -4.28776      -230.969     1      11      1      12
-8.57626      -6.35771      -230.169     1      11      1      13
-7.46265      -5.30509      -230.169     1      11      1      13
-5.99708      -4.26461      -230.169     1      11      1      13
-7.60108      -5.95698      -230.169     1      11      1      13
-5.05519      -4.28621      -230.169     1      11      1      13
-4.80233      -4.4258      -230.169     1      11      1      13
-5.24564      -5.17867      -230.169     1      11      1      13
-5.11346      -5.27864      -230.169     1      11      1      13
-5.06451      -5.28213      -230.169     1      11      1      13
-5.07523      -5.29973      -230.169     1      11      1      13
-5.04906      -5.28342      -230.169     1      11      1      13
-5.03056      -5.28777      -230.169     1      11      1      13
-6.70977      -8.0543      -230.169     1      11      1      13
-6.36453      -8.13053      -230.169     1      11      1      13
-3.61966      -5.41024      -230.169     1      11      1      13
-5.27867      -8.06091      -230.969     1      11      1      14
-3.56428      -5.42312      -230.969     1      11      1      14
-4.40176      -7.76612      -230.969     1      11      1      14
-4.03786      -7.85041      -230.969     1      11      1      14
-4.38019      -8.69848      -230.969     1      11      1      14
-2.56512      -6.61201      -230.969     1      11      1      14
-1.78933      -6.86122      -230.969     1      11      1      14
-1.78741      -7.00841      -230.969     1      11      1      14
-1.82567      -7.00001      -230.969     1      11      1      14
-1.99391      -7.44239      -230.969     1      11      1      14
-1.73194      -7.0253      -230.969     1      11      1      14
-2.55565      -6.58701      -230.169     1      11      1      15
-1.98354      -7.41758      -230.169     1      11      1      15
-1.72055      -7.05378      -230.169     1      11      1      15
-1.66934      -6.9492      -230.169     1      11      1      15
-1.80621      -10.3495      -230.169     1      11      1      15
-1.27981      -7.28754      -230.169     1      11      1      15
-1.1579      -9.33234      -230.169     1      11      1      15
-1.28796      -10.4571      -230.169     1      11      1      15
-0.950812      -10.0544      -230.169     1      11      1      15
-0.595091      -7.99226      -230.169     1      11      1      15
-0.366722      -7.90679      -230.169     1      11      1      15
-0.318667      -9.32335      -230.169     1      11      1      15
-0.330887      -9.40251      -230.169     1      11      1      15
-0.310673      -9.39557      -230.169     1      11      1      15
-0.173313      -9.1896      -230.969     1      11      1      16
-0.369223      -7.93213      -230.969     1      11      1      16
0.494669      -10.1469      -230.969     1      11      1      16
0.984491      -9.09626      -230.969     1      11      1      16
0.682643      -6.42754      -230.969     1      11      1      16
0.9221      -6.50111      -230.969     1      11      1      16
2.09248      -9.44786      -230.969     1      11      1      16
1.76297      -6.82406      -230.969     1      11      1      16
2.15488      -9.09334      -230.969     1      11      1      16
2.56597      -9.24109      -230.969     1      11      1      16
2.68866      -7.65053      -230.969     1      11      1      16
1.7424      -7.05367      -230.169     1      11      1      17
2.68065      -7.6262      -230.169     1      11      1      17
3.72366      -8.09148      -230.169     1      11      1      17
2.82812      -6.21957      -230.169     1      11      1      17
5.0386      -8.83492      -230.169     1      11      1      17
4.0371      -6.76089      -230.169     1      11      1      17
3.58522      -5.75516      -230.169     1      11      1      17
3.51376      -5.29093      -230.169     1      11      1      17
3.51619      -5.2847      -230.169     1      11      1      17
3.68427      -5.60356      -230.169     1      11      1      17
4.95003      -7.83509      -230.169     1      11      1      17
4.26197      -5.96091      -230.169     1      11      1      17
4.12229      -5.61634      -230.169     1      11      1      17
5.75775      -8.67075      -230.169     1      11      1      17
4.35527      -5.04818      -230.169     1      11      1      17
3.65694      -5.78356      -230.969     1      11      1      18
3.69798      -5.63722      -230.969     1      11      1      18
6.36075      -8.21926      -230.969     1      11      1      18
5.80286      -7.51705      -230.969     1      11      1      18
4.31151      -5.99266      -230.969     1      11      1      18
4.18533      -5.49587      -230.969     1      11      1      18
4.9269      -5.74538      -230.969     1      11      1      18
4.36757      -5.05877      -230.969     1      11      1      18
5.16208      -5.62347      -230.969     1      11      1      18
6.7809      -6.28416      -230.969     1      11      1      18
5.5443      -5.01472      -230.969     1      11      1      18
5.77182      -4.77304      -230.969     1      11      1      18
8.15379      -6.82266      -230.969     1      11      1      18
6.81795      -4.97285      -230.969     1      11      1      18
5.75143      -4.7613      -230.169     1      11      1      19
6.46107      -4.98539      -230.169     1      11      1      19
8.90195      -5.19373      -230.169     1      11      1      19
6.55762      -3.44369      -230.169     1      11      1      19
6.82203      -3.34374      -230.169     1      11      1      19
8.5327      -3.69116      -230.169     1      11      1      19
7.30467      -2.57293      -230.169     1      11      1      19
9.66494      -3.34345      -230.169     1      11      1      19
7.01924      -1.95332      -230.169     1      11      1      19
8.06816      -2.39126      -230.169     1      11      1      19
7.05915      -2.45461      -230.969     1      11      1      20
9.57154      -2.71955      -230.969     1      11      1      20
8.85172      -2.43335      -230.969     1      11      1      20
7.04624      -1.96016      -230.969     1      11      1      20
9.83451      -2.28733      -230.969     1      11      1      20
8.97696      -2.12168      -230.969     1      11      1      20
8.22557      -1.61793      -230.969     1      11      1      20
7.06653      -1.19206      -230.969     1      11      1      20
9.3579      -1.51648      -230.969     1      11      1      20
7.04339      -0.762168      -230.969     1      11      1      20
9.7715      -1.07306      -230.969     1      11      1      20
7.78413      -0.629203      -230.969     1      11      1      20
7.71867      -0.594535      -230.969     1      11      1      20
9.28938      -0.789145      -230.969     1      11      1      20
6.35078      -0.207283      -230.969     1      11      1      20
8.39402      -0.490402      -230.969     1      11      1      20
8.10909      0.142588      -230.969     1      11      1      20
10.5266      2.32528      -230.569     1      11      2      1
13.7861      2.36788      -230.569     1      11      2      1
10.984      1.6634      -230.569     1      11      2      1
10.9942      1.5732      -230.569     1      11      2      1
10.5983      1.33125      -230.569     1      11      2      1
13.5957      1.01737      -230.569     1      11      2      1
10.5363      0.629429      -230.569     1      11      2      1
11.6206      0.338849      -230.569     1      11      2      1
10.4285      4.56635      -231.369     1      11      2      2
11.9066      4.77226      -231.369     1      11      2      2
9.75839      3.99593      -231.369     1      11      2      2
12.0212      4.65268      -231.369     1      11      2      2
10.1461      2.52419      -231.369     1      11      2      2
13.9834      3.44016      -231.369     1      11      2      2
7.77792      6.76098      -230.569     1      11      2      3
8.49261      5.41155      -230.569     1      11      2      3
8.70257      5.35967      -230.569     1      11      2      3
10.8601      6.17872      -230.569     1      11      2      3
10.3905      4.55502      -230.569     1      11      2      3
9.11612      9.72819      -231.369     1      11      2      4
9.2101      9.59007      -231.369     1      11      2      4
9.19594      9.57591      -231.369     1      11      2      4
8.50025      8.61507      -231.369     1      11      2      4
8.75656      8.84015      -231.369     1      11      2      4
7.97487      6.81846      -231.369     1      11      2      4
5.51913      11.408      -230.569     1      11      2      5
6.94617      9.72758      -230.569     1      11      2      5
8.42358      10.8093      -230.569     1      11      2      5
8.43051      10.7931      -230.569     1      11      2      5
3.12327      13.8397      -231.369     1      11      2      6
2.29396      10.7657      -231.369     1      11      2      6
3.81805      11.2631      -231.369     1      11      2      6
4.3096      10.3593      -231.369     1      11      2      6
5.43699      12.9983      -231.369     1      11      2      6
5.47918      11.9759      -231.369     1      11      2      6
5.52906      11.4599      -231.369     1      11      2      6
5.76514      11.7486      -231.369     1      11      2      6
-0.256146      10.6462      -230.569     1      11      2      7
0.922283      13.6568      -230.569     1      11      2      7
1.23816      11.2234      -230.569     1      11      2      7
1.61211      12.0779      -230.569     1      11      2      7
1.81191      9.92958      -230.569     1      11      2      7
2.60175      13.0545      -230.569     1      11      2      7
2.76168      14.054      -230.569     1      11      2      7
2.6451      10.2884      -230.569     1      11      2      7
-2.10386      13.8499      -231.369     1      11      2      8
-2.05659      13.8211      -231.369     1      11      2      8
-0.723883      10.969      -231.369     1      11      2      8
-0.300618      10.785      -231.369     1      11      2      8
-5.17106      10.0791      -230.569     1      11      2      9
-5.21303      10.4131      -230.569     1      11      2      9
-4.12971      9.56531      -230.569     1      11      2      9
-3.6865      13.6427      -230.569     1      11      2      9
-2.57133      12.3393      -230.569     1      11      2      9
-6.91247      8.50726      -231.369     1      11      2      10
-6.33208      9.28577      -231.369     1      11      2      10
-6.53723      10.5521      -231.369     1      11      2      10
-5.19357      10.1194      -231.369     1      11      2      10
-5.23482      10.4482      -231.369     1      11      2      10
-4.22143      9.52418      -231.369     1      11      2      10
-7.87569      6.40592      -230.569     1      11      2      11
-8.13209      6.97273      -230.569     1      11      2      11
-8.62136      7.61613      -230.569     1      11      2      11
-9.68404      9.31434      -230.569     1      11      2      11
-9.27162      9.01375      -230.569     1      11      2      11
-10.1141      9.88957      -230.569     1      11      2      11
-9.05758      8.97804      -230.569     1      11      2      11
-6.95601      8.54524      -230.569     1      11      2      11
-8.77792      10.5603      -230.569     1      11      2      11
-9.7316      4.12186      -231.369     1      11      2      12
-11.0026      7.43858      -231.369     1      11      2      12
-11.3426      8.13932      -231.369     1      11      2      12
-9.9224      7.31354      -231.369     1      11      2      12
-11.6789      2.87225      -230.569     1      11      2      13
-13.525      3.99233      -230.569     1      11      2      13
-11.1633      3.80027      -230.569     1      11      2      13
-11.2752      3.94141      -230.569     1      11      2      13
-10.3695      3.81968      -230.569     1      11      2      13
-9.68488      3.66038      -230.569     1      11      2      13
-12.2517      5.41847      -230.569     1      11      2      13
-13.8043      -0.118836      -231.369     1      11      2      14
-12.2519      -0.111412      -231.369     1      11      2      14
-12.1233      0.314672      -231.369     1      11      2      14
-12.5958      0.458225      -231.369     1      11      2      14
-12.5995      0.470257      -231.369     1      11      2      14
-11.2286      0.56568      -231.369     1      11      2      14
-14.0162      0.951616      -231.369     1      11      2      14
-13.33      2.54481      -231.369     1      11      2      14
-11.7251      2.86532      -231.369     1      11      2      14
-12.6657      -1.93904      -230.569     1      11      2      15
-13.9803      -1.89596      -230.569     1      11      2      15
-10.6669      -1.07985      -230.569     1      11      2      15
-13.7492      -1.17503      -230.569     1      11      2      15
-12.2098      -0.0838336      -230.569     1      11      2      15
-13.7593      -0.101641      -230.569     1      11      2      15
-9.85683      -4.68459      -231.369     1      11      2      16
-10.8236      -4.89241      -231.369     1      11      2      16
-10.2114      -4.41819      -231.369     1      11      2      16
-12.6834      -4.09373      -231.369     1      11      2      16
-11.6869      -3.46545      -231.369     1      11      2      16
-13.4462      -3.9448      -231.369     1      11      2      16
-13.8436      -4.02161      -231.369     1      11      2      16
-13.5473      -3.38292      -231.369     1      11      2      16
-9.43675      -7.74773      -230.569     1      11      2      17
-10.5976      -7.91366      -230.569     1      11      2      17
-8.59955      -6.37041      -230.569     1      11      2      17
-10.9211      -7.69996      -230.569     1      11      2      17
-11.6183      -7.49634      -230.569     1      11      2      17
-11.3056      -6.44828      -230.569     1      11      2      17
-9.82037      -4.67212      -230.569     1      11      2      17
-10.7564      -4.81956      -230.569     1      11      2      17
-6.40398      -8.16283      -231.369     1      11      2      18
-6.86643      -8.02601      -231.369     1      11      2      18
-9.46014      -9.44413      -231.369     1      11      2      18
-9.66423      -8.82445      -231.369     1      11      2      18
-9.77204      -7.66655      -231.369     1      11      2      18
-8.65462      -6.40771      -231.369     1      11      2      18
-5.04207      -11.0895      -230.569     1      11      2      19
-5.92617      -11.8819      -230.569     1      11      2      19
-7.71363      -10.546      -230.569     1      11      2      19
-6.37969      -8.14441      -230.569     1      11      2      19
-6.76272      -8.04562      -230.569     1      11      2      19
-2.16886      -11.069      -231.369     1      11      2      20
-3.88316      -12.545      -231.369     1      11      2      20
-4.06871      -12.5568      -231.369     1      11      2      20
-5.11492      -11.1594      -231.369     1      11      2      20
-5.95115      -11.9168      -231.369     1      11      2      20
0.30131      -10.9815      -230.569     1      11      2      21
0.175722      -10.9192      -230.569     1      11      2      21
-0.210482      -12.8202      -230.569     1      11      2      21
-0.925503      -11.6414      -230.569     1      11      2      21
-0.936715      -10.0886      -230.569     1      11      2      21
-1.30427      -10.4704      -230.569     1      11      2      21
-1.58242      -11.2349      -230.569     1      11      2      21
-1.92231      -10.5922      -230.569     1      11      2      21
2.10965      -13.7648      -231.369     1      11      2      22
1.45854      -13.0422      -231.369     1      11      2      22
0.492611      -10.1667      -231.369     1      11      2      22
0.408531      -11.0952      -231.369     1      11      2      22
0.257277      -11.0216      -231.369     1      11      2      22
0.389094      -14.2407      -231.369     1      11      2      22
0.358762      -14.2542      -231.369     1      11      2      22
-0.251422      -12.852      -231.369     1      11      2      22
4.76764      -9.64745      -230.569     1      11      2      23
4.18595      -10.6041      -230.569     1      11      2      23
4.79684      -12.7662      -230.569     1      11      2      23
4.01763      -11.2357      -230.569     1      11      2      23
3.1518      -10.5098      -230.569     1      11      2      23
2.99514      -10.6601      -230.569     1      11      2      23
3.51219      -13.9582      -230.569     1      11      2      23
6.37672      -8.22905      -231.369     1      11      2      24
6.97041      -9.2867      -231.369     1      11      2      24
5.78435      -8.7195      -231.369     1      11      2      24
6.68099      -11.4904      -231.369     1      11      2      24
5.03054      -8.88572      -231.369     1      11      2      24
4.84456      -9.70018      -231.369     1      11      2      24
10.5842      -8.56995      -230.569     1      11      2      25
8.14187      -6.80721      -230.569     1      11      2      25
9.58293      -9.01902      -230.569     1      11      2      25
6.34382      -8.20882      -230.569     1      11      2      25
6.93873      -9.25628      -230.569     1      11      2      25
11.1463      -6.31202      -231.369     1      11      2      26
11.1417      -6.32102      -231.369     1      11      2      26
11.1802      -6.5546      -231.369     1      11      2      26
11.1349      -6.54971      -231.369     1      11      2      26
10.2794      -5.99264      -231.369     1      11      2      26
8.94408      -5.21993      -231.369     1      11      2      26
9.12286      -5.91392      -231.369     1      11      2      26
10.7276      -7.75736      -231.369     1      11      2      26
10.5504      -7.70657      -231.369     1      11      2      26
11.4836      -8.70528      -231.369     1      11      2      26
8.16527      -6.83574      -231.369     1      11      2      26
10.4779      -8.31119      -231.369     1      11      2      26
12.5339      -2.9145      -230.569     1      11      2      27
11.5506      -2.69336      -230.569     1      11      2      27
10.0328      -2.21316      -230.569     1      11      2      27
13.899      -3.71181      -230.569     1      11      2      27
13.656      -3.86068      -230.569     1      11      2      27
9.67768      -3.3475      -230.569     1      11      2      27
